Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XIDA,132,616,207,939,258,1510,1070,6886
7x7,BiXIDA,153,626,188,948,245,1397,817,5111
7x8,XIDA,239,1288,721,4312,758,5473,2551,16126
7x8,BiXIDA,275,1369,768,4236,758,4815,2126,13256
7x9,XIDA,348,2145,1066,6589,1693,12912,1654,13043
7x9,BiXIDA,460,2351,1006,4797,2733,16270,2278,15136
8x8,XIDA,504,2798,854,5409,2597,25689,3559,28668
8x8,BiXIDA,434,2462,1053,6303,2160,21077,4052,28770
8x9,XIDA,806,7686,2525,19917,7251,59160,17370,140364
8x9,BiXIDA,1292,9737,3115,24599,6030,42369,16965,132829
9x9,XIDA,2537,24896,6640,51517,8259,80319,26532,244335
9x9,BiXIDA,2380,20776,5640,41564,9098,73668,28877,226777
