Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XMM,108,112,146,172,208,235,829,1078
6x6,XA*,96,75,170,130,171,151,1071,840
6x7,XMM,93,124,228,267,357,430,2130,3481
6x7,XA*,82,83,152,152,312,283,6056,5250
6x8,XMM,148,193,920,1371,845,1342,9929,17611
6x8,XA*,114,118,846,863,1108,1124,24910,22061
7x7,XMM,158,211,816,1185,1880,2848,10199,17924
7x7,XA*,141,123,874,839,1585,1714,19676,21468
7x8,XMM,283,416,1830,2971,6722,12081,20298,43885
7x8,XA*,274,290,974,1205,13791,14270,62237,61130
8x8,XMM,2584,4858,3660,7038,16490,35256,,
8x8,XA*,2126,2566,4846,6055,31408,38342,,
