Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,X-DFBnB,97,52,174,95,194,120,1168,619,-,-
6x6,BiX-DFBnB,44,159,50,280,85,456,639,2880,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,X-DFBnB,84,54,162,107,340,221,7532,4451,-,-
6x7,BiX-DFBnB,46,268,69,366,168,1031,3006,16793,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,X-DFBnB,129,93,978,655,1216,847,35500,22005,-,-
6x8,BiX-DFBnB,46,230,535,2707,377,2815,12182,71876,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,154,104,1058,672,1661,1211,26056,17852,-,-
7x7,BiX-DFBnB,63,424,494,2806,887,6337,10223,59843,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,292,252,1185,994,16928,12905,75606,60719,-,-
7x8,BiX-DFBnB,127,929,885,6025,7627,45229,30530,221109,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,2364,2049,6525,5548,47121,40236,267658,259351,-,-
8x8,BiX-DFBnB,1879,11796,3342,21760,29533,209007,159236,1229268,-,-
