Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,45,210,74,395,106,721,449,3021,-,-
7x7,BiX-DFBnB,56,506,46,680,72,1190,325,4266,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,92,508,169,1372,299,2378,867,7717,-,-
7x8,BiX-DFBnB,268,1290,233,3868,231,3931,687,11537,-,-
7x9,A*,-,-,-,-,-,-,-,-,-,-
7x9,XMM,-,-,-,-,-,-,-,-,-,-
7x9,X-DFBnB,152,1068,356,2059,660,7208,754,8390,-,-
7x9,BiX-DFBnB,138,2194,297,3635,752,14821,956,18585,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,112,894,252,2043,1062,8331,2113,19062,-,-
8x8,BiX-DFBnB,106,1828,221,4236,549,12246,1533,30751,-,-
8x9,A*,-,-,-,-,-,-,-,-,-,-
8x9,XMM,-,-,-,-,-,-,-,-,-,-
8x9,X-DFBnB,296,2209,793,7841,2039,22736,6839,75980,-,-
8x9,BiX-DFBnB,277,5504,775,17327,1567,34810,5793,121037,-,-
9x9,A*,-,-,-,-,-,-,-,-,-,-
9x9,XMM,-,-,-,-,-,-,-,-,-,-
9x9,X-DFBnB,654,6352,2445,25962,3404,45486,11283,156136,-,-
9x9,BiX-DFBnB,1440,15119,1953,41712,3984,91724,8999,242476,-,-
