Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XDFBnB,96,53,172,97,193,134,1167,633
6x6,BiXDFBnB,163,179,240,302,407,538,2659,3266
6x7,XDFBnB,81,55,161,107,339,232,7531,4768
6x7,BiXDFBnB,213,305,425,563,1050,1542,12644,17515
6x8,XDFBnB,126,97,976,655,1214,850,35499,21338
6x8,BiXDFBnB,277,408,3174,4422,2466,3950,57707,79356
7x7,XDFBnB,153,112,1056,739,1659,1340,26054,17666
7x7,BiXDFBnB,344,544,2154,3142,5356,8922,57303,88838
7x8,XDFBnB,291,269,1184,1230,16926,13804,75605,58702
7x8,BiXDFBnB,716,1259,4598,9250,38487,64432,178225,289819
8x8,XDFBnB,2362,2038,6523,5639,47120,43379,267656,254565
8x8,BiXDFBnB,10622,18226,16947,31730,153637,289953,974951,1850383
