Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XIDA,59,76,114,133,104,148,676,759
6x6,BiXIDA,55,38,106,74,134,102,1155,789
6x7,XIDA,60,102,96,134,202,290,3974,4823
6x7,BiXIDA,78,72,111,101,262,272,4405,3630
6x8,XIDA,102,171,604,872,638,920,19572,24370
6x8,BiXIDA,88,88,1041,863,605,626,19838,17178
7x7,XIDA,86,135,602,853,834,1280,15693,20866
7x7,BiXIDA,90,101,829,792,1389,1315,15135,13667
7x8,XIDA,174,334,734,1337,9595,14601,38392,56563
7x8,BiXIDA,200,220,1656,1772,11534,11253,48569,46995
8x8,XIDA,1253,2159,4307,7841,27337,46614,140372,283762
8x8,BiXIDA,3713,3751,5000,5540,48388,56189,222222,230240
