Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
7x7,XIDA,84,666,141,1099,168,1544,694,7271,,
7x7,BiXIDA,122,1719,156,2669,211,4008,792,15568,,
7x8,XIDA,207,1373,481,4923,497,5562,1735,19746,,
7x8,BiXIDA,797,5386,834,15656,619,12760,1988,42426,,
7x9,XIDA,247,2603,755,6958,1205,16654,1102,15266,,
7x9,BiXIDA,385,6909,850,14215,2156,47652,2027,48520,,
8x8,XIDA,286,2788,594,5598,1735,18762,2550,36267,,
8x8,BiXIDA,379,7320,903,15969,1816,45136,3554,92591,,
8x9,XIDA,558,6222,1717,22339,4862,67528,11654,175627,,
8x9,BiXIDA,1166,24120,2826,74549,5607,139355,14309,430991,,
9x9,XIDA,1752,21694,4459,57004,5688,94973,17656,303992,,
9x9,BiXIDA,2067,56689,5010,134006,8085,229131,24753,753903,,
