Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XDFBnB,27,84,47,152,49,219,306,1141
6x6,BiXDFBnB,26,57,40,88,66,151,501,1120
6x7,XDFBnB,24,89,38,152,80,344,1902,7612
6x7,BiXDFBnB,30,78,48,133,111,334,2070,5189
6x8,XDFBnB,29,130,236,985,305,1427,8973,36287
6x8,BiXDFBnB,35,82,399,854,288,905,9485,25885
7x7,XDFBnB,39,181,260,1151,408,2124,6716,28736
7x7,BiXDFBnB,39,122,353,943,686,2021,6880,18819
7x8,XDFBnB,73,396,297,1701,4251,18970,18242,92401
7x8,BiXDFBnB,90,280,641,1913,5046,14155,22882,69645
8x8,XDFBnB,549,3108,1610,8557,11785,64458,64134,432040
8x8,BiXDFBnB,1364,3019,2200,7083,20218,67161,110018,320586
