Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XIDA,132,615,207,936,258,1523,1070,6076
7x7,BiXIDA,153,629,188,936,245,1396,817,4490
7x8,XIDA,239,1286,721,4395,758,5292,2551,15691
7x8,BiXIDA,275,1383,768,4278,758,4656,2126,12804
7x9,XIDA,348,2186,1066,6622,1693,13182,1654,13389
7x9,BiXIDA,460,2390,1006,4880,2733,16512,2278,15095
8x8,XIDA,504,2768,854,5518,2597,17257,3559,28319
8x8,BiXIDA,434,2417,1053,6386,2160,15444,4052,28469
8x9,XIDA,806,6330,2525,20159,7251,58770,17370,147163
8x9,BiXIDA,1292,8314,3115,24945,6030,42188,16965,139177
9x9,XIDA,2537,19727,6640,53102,8259,79157,26532,269516
9x9,BiXIDA,2380,17827,5640,42816,9098,72656,28877,250017
