grid number,Direction,Expansions,Time [ms]
0,s -> t,298,"1,549"
0,t -> s,33,149
0,XMM,439,"2,745"
0,s -> t,111,609
0,t -> s,29,124
0,XMM,180,"1,112"
0,s -> t,79,365
0,t -> s,285,"1,441"
0,XMM,138,805
0,s -> t,409,"1,988"
0,t -> s,257,"1,188"
0,XMM,318,"1,724"
0,s -> t,79,398
0,t -> s,231,"1,162"
0,XMM,215,"1,207"
0,s -> t,34,154
0,t -> s,33,153
0,XMM,324,"1,992"
0,s -> t,40,180
0,t -> s,35,155
0,XMM,151,949
0,s -> t,49,221
0,t -> s,85,402
0,XMM,86,488
0,s -> t,218,"1,070"
0,t -> s,342,"1,601"
0,XMM,168,965
0,s -> t,77,379
0,t -> s,57,302
0,XMM,84,521
