grid number,Direction,Expansions,Time [ms]
0,s -> t,31,82
0,t -> s,20,42
0,XMM,37,129
0,s -> t,57,152
0,t -> s,65,188
0,XMM,63,221
0,s -> t,20,46
0,t -> s,20,44
0,XMM,22,79
0,s -> t,29,78
0,t -> s,30,80
0,XMM,28,104
0,s -> t,38,93
0,t -> s,28,61
0,XMM,32,99
0,s -> t,55,152
0,t -> s,18,45
0,XMM,41,149
0,s -> t,22,56
0,t -> s,20,46
0,XMM,20,80
0,s -> t,14,31
0,t -> s,14,33
0,XMM,15,108
0,s -> t,19,38
0,t -> s,16,35
0,XMM,18,62
0,s -> t,18,45
0,t -> s,18,43
0,XMM,19,74
