grid number,Direction,Expansions,Time [ms]
0,s -> t,814,"7,670"
0,t -> s,"4,011","38,904"
0,XMM,"5,168","52,737"
0,s -> t,"33,191","300,863"
0,t -> s,"46,357","427,989"
0,XMM,"24,657","241,448"
0,s -> t,61,458
0,t -> s,60,446
0,XMM,"1,422","13,945"
0,s -> t,"2,996","24,594"
0,t -> s,"26,123","240,182"
0,XMM,"3,248","30,472"
0,s -> t,"212,021","2,076,618"
0,t -> s,"36,536","363,395"
0,XMM,"122,030","1,418,328"
0,s -> t,"115,371","1,141,677"
0,t -> s,"174,604","1,836,010"
0,XMM,"64,694","776,195"
0,s -> t,"433,325","4,585,007"
0,t -> s,"207,356","2,250,636"
0,XMM,"209,871","2,588,527"
0,s -> t,58,473
0,t -> s,"16,875","158,617"
0,XMM,"13,713","144,964"
0,s -> t,63,507
0,t -> s,652,"5,702"
0,XMM,"11,318","125,200"
0,s -> t,"5,394","48,655"
0,t -> s,"39,823","403,088"
0,XMM,"5,248","58,597"
