grid number,Direction,Expansions,Time [ms]
0,s -> t,66,245
0,t -> s,181,675
0,XMM,82,366
0,s -> t,30,104
0,t -> s,96,369
0,XMM,80,387
0,s -> t,53,201
0,t -> s,79,338
0,XMM,38,186
0,s -> t,30,96
0,t -> s,30,101
0,XMM,61,278
0,s -> t,28,104
0,t -> s,39,156
0,XMM,37,194
0,s -> t,29,94
0,t -> s,28,95
0,XMM,47,217
0,s -> t,143,649
0,t -> s,27,97
0,XMM,188,966
0,s -> t,221,927
0,t -> s,37,142
0,XMM,139,729
0,s -> t,192,874
0,t -> s,26,86
0,XMM,214,"1,056"
0,s -> t,65,298
0,t -> s,135,512
0,XMM,76,408
