grid number,Direction,Expansions,Time [ms]
0,s -> t,"1,245","8,350"
0,t -> s,"3,189","23,049"
0,XMM,555,"4,471"
0,s -> t,"10,626","79,238"
0,t -> s,"11,810","86,705"
0,XMM,"4,834","40,788"
0,s -> t,"2,735","18,850"
0,t -> s,"3,910","27,638"
0,XMM,"1,388","11,465"
0,s -> t,"4,625","31,400"
0,t -> s,602,"4,341"
0,XMM,"2,191","17,331"
0,s -> t,421,"2,848"
0,t -> s,940,"6,597"
0,XMM,337,"2,578"
0,s -> t,677,"4,702"
0,t -> s,"2,365","15,426"
0,XMM,481,"3,984"
0,s -> t,"2,783","17,339"
0,t -> s,"1,730","12,700"
0,XMM,"1,145","8,582"
0,s -> t,"13,308","103,535"
0,t -> s,"4,817","37,082"
0,XMM,"7,488","68,415"
0,s -> t,"24,281","189,013"
0,t -> s,"36,055","279,481"
0,XMM,"19,470","177,117"
0,s -> t,"2,880","19,811"
0,t -> s,972,"6,507"
0,XMM,"1,868","14,855"
