grid number,Direction,Expansions,Time [ms]
0,s -> t,36,208
0,t -> s,494,"3,135"
0,XMM,409,"2,896"
0,s -> t,44,222
0,t -> s,42,210
0,XMM,42,279
0,s -> t,464,"2,754"
0,t -> s,219,"1,224"
0,XMM,359,"2,273"
0,s -> t,233,"1,358"
0,t -> s,122,701
0,XMM,183,"1,229"
0,s -> t,347,"1,797"
0,t -> s,406,"2,065"
0,XMM,252,"1,534"
0,s -> t,40,229
0,t -> s,40,230
0,XMM,366,"2,650"
0,s -> t,38,202
0,t -> s,38,206
0,XMM,437,"3,207"
0,s -> t,432,"2,531"
0,t -> s,572,"3,280"
0,XMM,388,"2,714"
0,s -> t,"1,832","10,616"
0,t -> s,"1,588","9,305"
0,XMM,906,"6,452"
0,s -> t,"2,305","13,940"
0,t -> s,"2,775","17,281"
0,XMM,"1,470","10,444"
