grid number,Direction,Expansions,Time [ms]
0,s -> t,"5,993","40,555"
0,t -> s,"4,733","32,301"
0,XMM,"3,545","28,175"
0,s -> t,"5,993","41,250"
0,t -> s,"4,733","32,207"
0,XMM,"3,545","27,511"
0,s -> t,"1,753","12,081"
0,t -> s,"4,891","31,110"
0,XMM,"1,102","7,921"
0,s -> t,"3,578","22,497"
0,t -> s,"2,113","13,529"
0,XMM,"2,339","16,682"
0,s -> t,"4,949","32,223"
0,t -> s,717,"4,710"
0,XMM,"2,936","22,691"
0,s -> t,"4,273","27,139"
0,t -> s,"5,049","34,457"
0,XMM,"2,624","19,574"
0,s -> t,"2,923","19,416"
0,t -> s,"2,704","17,753"
0,XMM,"1,893","14,492"
0,s -> t,"4,733","30,749"
0,t -> s,"5,992","40,184"
0,XMM,"2,225","17,622"
0,s -> t,"5,766","36,548"
0,t -> s,"3,884","25,754"
0,XMM,"3,091","23,085"
0,s -> t,"5,766","36,714"
0,t -> s,"3,884","25,869"
0,XMM,"3,091","23,039"
