grid number,Direction,Expansions,Time [ms]
0,s -> t,29,83
0,t -> s,22,57
0,XMM,34,138
0,s -> t,212,640
0,t -> s,122,405
0,XMM,94,391
0,s -> t,22,50
0,t -> s,22,52
0,XMM,41,144
0,s -> t,62,164
0,t -> s,35,104
0,XMM,53,175
0,s -> t,33,94
0,t -> s,45,125
0,XMM,51,189
0,s -> t,22,58
0,t -> s,46,139
0,XMM,44,169
0,s -> t,22,57
0,t -> s,20,58
0,XMM,46,189
0,s -> t,25,69
0,t -> s,29,92
0,XMM,23,146
0,s -> t,20,53
0,t -> s,21,58
0,XMM,23,102
0,s -> t,49,158
0,t -> s,18,46
0,XMM,50,211
