grid number,Direction,Expansions,Time [ms]
0,s -> t,"14,795","121,852"
0,t -> s,"24,150","192,809"
0,XMM,"8,049","72,834"
0,s -> t,"10,408","85,414"
0,t -> s,"14,618","118,930"
0,XMM,"6,146","56,232"
0,s -> t,"14,618","120,794"
0,t -> s,"10,408","83,392"
0,XMM,"8,215","78,785"
0,s -> t,"21,434","170,514"
0,t -> s,"12,473","97,401"
0,XMM,"11,775","104,427"
0,s -> t,"14,795","120,505"
0,t -> s,"24,150","201,125"
0,XMM,"8,049","75,746"
0,s -> t,"14,909","126,098"
0,t -> s,"17,688","152,015"
0,XMM,"8,669","86,038"
0,s -> t,"24,150","208,142"
0,t -> s,"14,795","136,200"
0,XMM,"13,094","130,706"
0,s -> t,"14,795","133,262"
0,t -> s,"24,150","213,124"
0,XMM,"8,049","81,842"
0,s -> t,"14,795","128,971"
0,t -> s,"24,150","213,042"
0,XMM,"8,049","82,847"
0,s -> t,"10,408","91,948"
0,t -> s,"14,618","129,952"
0,XMM,"6,126","64,643"
