grid number,Direction,Expansions,Time [ms]
0,s -> t,25,113
0,t -> s,25,99
0,XMM,149,890
0,s -> t,44,185
0,t -> s,35,143
0,XMM,296,"1,638"
0,s -> t,397,"1,918"
0,t -> s,600,"3,012"
0,XMM,305,"1,566"
0,s -> t,191,762
0,t -> s,121,548
0,XMM,120,604
0,s -> t,31,121
0,t -> s,52,232
0,XMM,47,279
0,s -> t,217,"1,009"
0,t -> s,64,278
0,XMM,175,965
0,s -> t,62,323
0,t -> s,65,319
0,XMM,92,566
0,s -> t,500,"2,303"
0,t -> s,716,"3,143"
0,XMM,395,"2,244"
0,s -> t,193,873
0,t -> s,373,"1,710"
0,XMM,179,"1,001"
0,s -> t,115,584
0,t -> s,29,129
0,XMM,159,972
