grid number,Direction,Expansions,Time [ms]
0,s -> t,695,"5,013"
0,t -> s,502,"3,151"
0,XMM,585,"4,502"
0,s -> t,876,"5,663"
0,t -> s,389,"2,695"
0,XMM,668,"4,950"
0,s -> t,"1,253","8,736"
0,t -> s,424,"2,946"
0,XMM,850,"6,777"
0,s -> t,44,249
0,t -> s,51,307
0,XMM,182,"1,315"
0,s -> t,44,248
0,t -> s,69,417
0,XMM,222,"1,624"
0,s -> t,"3,507","23,529"
0,t -> s,"1,427","9,734"
0,XMM,"1,923","14,883"
0,s -> t,"6,099","39,726"
0,t -> s,"1,956","12,463"
0,XMM,"3,276","23,643"
0,s -> t,"1,755","11,578"
0,t -> s,586,"4,142"
0,XMM,991,"7,652"
0,s -> t,"1,190","8,034"
0,t -> s,681,"4,456"
0,XMM,851,"6,195"
0,s -> t,"1,347","9,269"
0,t -> s,"1,822","12,066"
0,XMM,897,"6,979"
