grid number,Direction,Expansions,Time [ms]
0,s -> t,27,85
0,t -> s,27,86
0,XMM,84,361
0,s -> t,29,82
0,t -> s,34,98
0,XMM,27,107
0,s -> t,231,755
0,t -> s,147,550
0,XMM,99,442
0,s -> t,67,263
0,t -> s,148,594
0,XMM,46,244
0,s -> t,33,99
0,t -> s,62,228
0,XMM,81,353
0,s -> t,41,136
0,t -> s,92,302
0,XMM,69,283
0,s -> t,25,84
0,t -> s,25,83
0,XMM,256,"1,231"
0,s -> t,25,78
0,t -> s,124,431
0,XMM,94,420
0,s -> t,27,81
0,t -> s,27,84
0,XMM,85,376
0,s -> t,31,105
0,t -> s,30,101
0,XMM,30,135
