grid number,Direction,Expansions,Time [ms]
0,s -> t,"56,997","396,823"
0,t -> s,"62,068","431,653"
0,XMM,"22,181","199,790"
0,s -> t,"1,507","11,349"
0,t -> s,"3,770","26,755"
0,XMM,769,"6,553"
0,s -> t,"12,616","89,278"
0,t -> s,"12,964","90,858"
0,XMM,"4,977","42,046"
0,s -> t,"7,153","48,282"
0,t -> s,"9,499","69,658"
0,XMM,"2,977","25,263"
0,s -> t,"17,907","128,709"
0,t -> s,"11,248","81,927"
0,XMM,"7,184","67,138"
0,s -> t,"1,824","13,774"
0,t -> s,"2,035","15,146"
0,XMM,"1,151","10,024"
0,s -> t,"3,051","23,456"
0,t -> s,"5,683","47,071"
0,XMM,"1,423","12,891"
0,s -> t,49,317
0,t -> s,46,298
0,XMM,"2,799","23,788"
0,s -> t,"6,576","50,239"
0,t -> s,"3,417","25,109"
0,XMM,"4,530","42,074"
0,s -> t,207,"1,699"
0,t -> s,93,810
0,XMM,674,"5,915"
