grid number,Direction,Expansions,Time [ms]
0,s -> t,37,190
0,t -> s,38,194
0,XMM,692,"4,736"
0,s -> t,557,"3,106"
0,t -> s,158,841
0,XMM,471,"2,951"
0,s -> t,996,"5,525"
0,t -> s,174,862
0,XMM,586,"3,514"
0,s -> t,260,"1,404"
0,t -> s,261,"1,347"
0,XMM,233,"1,453"
0,s -> t,172,807
0,t -> s,149,754
0,XMM,286,"1,697"
0,s -> t,40,185
0,t -> s,37,171
0,XMM,581,"3,524"
0,s -> t,97,507
0,t -> s,391,"2,185"
0,XMM,217,"1,285"
0,s -> t,953,"4,876"
0,t -> s,645,"3,206"
0,XMM,659,"3,922"
0,s -> t,91,466
0,t -> s,139,778
0,XMM,98,620
0,s -> t,240,"1,229"
0,t -> s,531,"2,876"
0,XMM,246,"1,521"
