grid number,Direction,Expansions,Time [ms]
0,s -> t,897,"3,747"
0,t -> s,822,"3,578"
0,XMM,364,"2,001"
0,s -> t,22,81
0,t -> s,22,81
0,XMM,30,167
0,s -> t,72,319
0,t -> s,22,85
0,XMM,69,409
0,s -> t,107,422
0,t -> s,56,201
0,XMM,116,523
0,s -> t,28,104
0,t -> s,28,104
0,XMM,68,419
0,s -> t,94,382
0,t -> s,228,"1,025"
0,XMM,80,394
0,s -> t,154,648
0,t -> s,58,257
0,XMM,121,625
0,s -> t,95,311
0,t -> s,39,151
0,XMM,43,231
0,s -> t,25,96
0,t -> s,24,97
0,XMM,68,366
0,s -> t,114,491
0,t -> s,258,"1,205"
0,XMM,125,657
