grid number,Direction,Expansions,Time [ms]
0,s -> t,394,"2,873"
0,t -> s,232,"1,742"
0,XMM,221,"1,898"
0,s -> t,52,364
0,t -> s,"1,238","10,370"
0,XMM,751,"6,698"
0,s -> t,"2,428","19,491"
0,t -> s,"5,714","41,570"
0,XMM,"2,603","22,233"
0,s -> t,"7,299","55,371"
0,t -> s,"13,167","100,724"
0,XMM,"4,193","36,767"
0,s -> t,602,"4,298"
0,t -> s,"1,110","8,853"
0,XMM,301,"2,694"
0,s -> t,"1,978","14,072"
0,t -> s,"1,348","10,172"
0,XMM,"1,393","11,207"
0,s -> t,105,754
0,t -> s,67,481
0,XMM,266,"2,400"
0,s -> t,"15,020","110,955"
0,t -> s,"11,964","89,467"
0,XMM,"8,738","75,375"
0,s -> t,"1,436","10,152"
0,t -> s,275,"1,903"
0,XMM,973,"7,674"
0,s -> t,613,"4,331"
0,t -> s,321,"2,738"
0,XMM,457,"3,461"
