grid number,Direction,Expansions,Time [ms]
0,s -> t,37,204
0,t -> s,37,196
0,XMM,"1,879","13,180"
0,s -> t,803,"4,436"
0,t -> s,545,"3,053"
0,XMM,516,"3,309"
0,s -> t,743,"4,259"
0,t -> s,404,"2,391"
0,XMM,442,"2,955"
0,s -> t,"1,477","8,734"
0,t -> s,"1,681","10,334"
0,XMM,"1,218","8,437"
0,s -> t,530,"3,058"
0,t -> s,348,"1,981"
0,XMM,570,"3,711"
0,s -> t,961,"5,119"
0,t -> s,240,"1,364"
0,XMM,580,"3,599"
0,s -> t,"1,183","6,762"
0,t -> s,642,"3,665"
0,XMM,695,"4,721"
0,s -> t,"10,682","66,428"
0,t -> s,"9,819","60,207"
0,XMM,"4,867","36,546"
0,s -> t,"13,591","80,991"
0,t -> s,"15,357","87,316"
0,XMM,"7,038","53,467"
0,s -> t,244,"1,509"
0,t -> s,49,250
0,XMM,"1,057","7,073"
