Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XDFBnB,27,113,47,156,49,282,306,2309
6x6,BiXDFBnB,26,78,40,88,66,192,501,2421
6x7,XDFBnB,24,93,38,159,80,360,1902,12865
6x7,BiXDFBnB,30,80,48,145,111,350,2070,8112
6x8,XDFBnB,29,173,236,1341,305,1467,8973,37291
6x8,BiXDFBnB,35,133,399,1096,288,951,9485,26753
7x7,XDFBnB,39,186,260,1174,408,2852,6716,36994
7x7,BiXDFBnB,39,126,353,961,686,2620,6880,22569
7x8,XDFBnB,73,422,297,1769,4251,24195,18242,96011
7x8,BiXDFBnB,90,293,641,1974,5046,17945,22882,73844
8x8,XDFBnB,549,3483,1610,8790,11785,67108,64134,425112
8x8,BiXDFBnB,1364,3500,2200,7454,20218,70032,110018,324462
