Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XDFBnB,132,301,218,554,406,1025,1120,4575
7x7,BiXDFBnB,649,1848,418,1924,1188,4343,3020,19401
7x8,XDFBnB,260,745,558,1650,1193,3445,2744,8874
7x8,BiXDFBnB,1906,4890,3356,11610,2442,12290,7990,41330
7x9,XDFBnB,452,1228,1137,3074,1828,7087,2526,9805
7x9,BiXDFBnB,1176,5623,6372,19088,5666,36988,8164,52614
8x8,XDFBnB,483,1324,673,2314,3031,9957,4878,17719
8x8,BiXDFBnB,1097,5799,2119,10837,6766,39300,22831,114090
8x9,XDFBnB,777,2611,1993,7964,7143,27799,20091,87170
8x9,BiXDFBnB,3292,15481,9587,54591,21801,148899,49789,392098
9x9,XDFBnB,1753,7128,8206,32151,10838,51625,38716,192638
9x9,BiXDFBnB,15070,64963,23415,162798,26668,230443,102859,983520
