Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,XDFBnB,-,-,-,-,-,-,-,-,-,-
6x6,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
6x6,XIDA,32,112,59,230,52,254,342,1349,-,-
6x6,BiXIDA,27,68,47,122,69,176,584,1413,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,XDFBnB,-,-,-,-,-,-,-,-,-,-
6x7,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
6x7,XIDA,34,165,46,209,99,459,1992,8170,-,-
6x7,BiXIDA,37,117,57,172,134,449,2247,5681,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,XDFBnB,-,-,-,-,-,-,-,-,-,-
6x8,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
6x8,XIDA,50,250,299,1340,308,1976,9623,45825,-,-
6x8,BiXIDA,46,130,512,1277,312,1279,10445,34221,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,XDFBnB,-,-,-,-,-,-,-,-,-,-
7x7,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
7x7,XIDA,44,220,300,1378,416,2190,7870,35022,-,-
7x7,BiXIDA,43,153,422,1164,684,2006,7789,22771,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,XDFBnB,-,-,-,-,-,-,-,-,-,-
7x8,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
7x8,XIDA,87,565,367,2252,4842,30694,19141,97817,-,-
7x8,BiXIDA,98,338,828,2604,5739,21730,24319,75847,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,XDFBnB,-,-,-,-,-,-,-,-,-,-
8x8,BiXDFBnB,-,-,-,-,-,-,-,-,-,-
8x8,XIDA,619,3458,2115,12079,13724,77461,70251,472548,-,-
8x8,BiXIDA,1821,4483,2650,8882,24855,91393,108360,319050,-,-
