Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XDFBnB,132,262,218,508,406,1334,1120,3038
7x7,BiXDFBnB,303,986,254,1158,846,3841,1635,7725
7x8,XDFBnB,260,681,558,1713,1193,3394,2744,8831
7x8,BiXDFBnB,751,2229,2663,9763,1555,8078,4427,25361
7x9,XDFBnB,452,1232,1137,3421,1828,7606,2526,9418
7x9,BiXDFBnB,750,3852,3846,14172,3606,25589,4518,30497
8x8,XDFBnB,483,1275,673,2348,3031,9992,4878,17547
8x8,BiXDFBnB,693,3595,1175,7438,4218,26484,11657,63785
8x9,XDFBnB,777,2552,1993,7711,7143,31279,20091,83608
8x9,BiXDFBnB,2348,11358,6592,39365,13118,109922,28318,227210
9x9,XDFBnB,1753,7049,8206,30412,10838,51458,38716,183019
9x9,BiXDFBnB,7070,37506,14446,101656,15222,135166,59008,556570
