Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XA*,112,231,180,434,225,675,928,2618
7x7,BiXA*,419,1170,322,1481,543,2683,1928,9366
7x8,XA*,171,456,401,1314,579,1948,2210,6935
7x8,BiXA*,713,2050,1594,7612,1192,7127,5059,28692
7x9,XA*,266,881,615,1959,1512,5794,1497,5801
7x9,BiXA*,671,3853,3039,10476,4306,28754,3990,29641
8x8,XA*,325,1051,596,1894,2192,7281,3073,11970
8x8,BiXA*,787,4455,1275,7428,4686,29885,7046,51522
8x9,XA*,457,1717,1641,6432,4566,17685,15001,67904
8x9,BiXA*,2660,12292,6317,39628,14684,97626,32974,278974
9x9,XA*,1537,6154,4647,19730,6647,29779,23043,118394
9x9,BiXA*,6214,36570,12413,94043,18211,154891,56445,581208
