Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XA*,96,77,170,135,171,147,1071,815
6x6,BiXA*,46,31,91,60,122,92,999,724
6x7,XA*,82,68,152,138,312,304,6056,5258
6x7,BiXA*,60,58,88,73,213,207,4005,3635
6x8,XA*,114,111,846,820,1108,1102,24910,22286
6x8,BiXA*,57,50,825,681,556,605,17894,17484
7x7,XA*,141,156,874,815,1585,1723,19676,20224
7x7,BiXA*,70,73,686,672,1351,1321,13484,12409
7x8,XA*,274,266,974,1145,13791,14292,62237,62146
7x8,BiXA*,181,166,1266,1252,10141,9886,45619,41403
8x8,XA*,2126,2614,4846,5692,31408,36279,,
8x8,BiXA*,2697,2671,3731,4263,39311,49709,,
