Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XIDA,63,717,98,1207,132,2600,558,8600
7x7,BiXIDA,73,782,102,1216,137,2412,427,6577
7x8,XIDA,117,1372,350,8584,371,7384,1322,21339
7x8,BiXIDA,120,1529,370,8015,409,6924,1140,19338
7x9,XIDA,176,2755,561,9703,906,21328,839,19492
7x9,BiXIDA,230,2789,469,6849,1375,25121,1199,22600
8x8,XIDA,239,3170,460,7314,1340,30766,1878,46075
8x8,BiXIDA,221,3137,516,8093,1174,29739,2104,45172
8x9,XIDA,392,8795,1336,26710,3371,81451,8558,207881
8x9,BiXIDA,686,10471,1729,37390,3010,58206,8842,211658
9x9,XIDA,1366,25419,3272,97880,4221,117098,13239,365855
9x9,BiXIDA,2166,26449,2986,78576,4485,98300,15518,344043
