Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,XIDA,59,76,114,135,104,141,676,723,,
6x6,BiXIDA,209,108,373,206,540,315,4517,2348,,
6x7,XIDA,60,98,96,135,202,280,3974,4819,,
6x7,BiXIDA,225,151,442,294,1037,768,24067,14175,,
6x8,XIDA,102,170,604,811,638,922,19572,24423,,
6x8,BiXIDA,218,179,3185,1922,4435,3282,98465,65854,,
7x7,XIDA,86,134,602,808,834,1274,15693,21207,,
7x7,BiXIDA,572,422,3223,2234,7597,5779,100839,70539,,
7x8,XIDA,174,301,734,1379,9595,14730,38392,54045,,
7x8,BiXIDA,872,635,5518,4843,56721,42394,328142,223065,,
8x8,XIDA,1253,2093,4307,7842,27337,43604,,,,
8x8,BiXIDA,11844,9689,20462,18260,219751,187820,,,,
