Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XDFBnB,45,217,74,377,115,776,449,3032
7x7,BiXDFBnB,56,537,46,641,72,1188,325,4244
7x8,XDFBnB,118,518,177,1896,299,2968,897,8177
7x8,BiXDFBnB,268,1172,233,5114,231,4833,687,11909
7x9,XDFBnB,152,1055,467,2176,664,7122,754,8433
7x9,BiXDFBnB,138,2148,297,3336,752,14498,956,18708
8x8,XDFBnB,112,1014,252,2139,1086,8868,2327,26157
8x8,BiXDFBnB,106,1982,221,4447,549,12767,1533,41368
8x9,XDFBnB,349,2274,946,8290,2579,25076,6846,77384
8x9,BiXDFBnB,277,5055,775,17746,1567,35204,5793,124709
9x9,XDFBnB,690,8074,2445,25394,3678,54419,12184,160111
9x9,BiXDFBnB,1440,18787,1953,41100,3984,101909,8999,242828
