Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,X-DFBnB,97,49,174,85,194,112,1168,591,-,-
6x6,BiX-DFBnB,163,157,240,256,407,479,2659,2920,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,X-DFBnB,84,54,162,111,340,249,7532,4106,-,-
6x7,BiX-DFBnB,213,287,425,554,1050,1574,12644,14801,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,X-DFBnB,129,97,978,693,1216,818,35500,19921,-,-
6x8,BiX-DFBnB,277,395,3174,4459,2466,3710,57707,70498,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,154,113,1058,746,1661,1185,26056,17121,-,-
7x7,BiX-DFBnB,344,540,2154,3115,5356,7972,57303,78891,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,292,258,1185,1010,16928,12752,75606,62278,-,-
7x8,BiX-DFBnB,716,1171,4598,7593,38487,58756,178225,291468,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,2364,1979,6525,5498,47121,42314,-,-,-,-
8x8,BiX-DFBnB,10622,17341,16947,29745,153637,277269,-,-,-,-
