Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,38,224,66,466,88,964,387,3909,-,-
7x7,BiX-DFBnB,26,217,30,336,43,594,137,1839,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,89,603,138,1511,233,2849,692,8374,-,-
7x8,BiX-DFBnB,286,757,177,1438,154,1916,341,4952,-,-
7x9,A*,-,-,-,-,-,-,-,-,-,-
7x9,XMM,-,-,-,-,-,-,-,-,-,-
7x9,X-DFBnB,115,1154,324,2422,574,10085,531,9861,-,-
7x9,BiX-DFBnB,82,929,177,1489,474,7441,535,7919,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,192,1091,197,2449,848,9010,1592,23998,-,-
8x8,BiX-DFBnB,59,740,142,1830,379,6182,830,14459,-,-
8x9,A*,-,-,-,-,-,-,-,-,-,-
8x9,XMM,-,-,-,-,-,-,-,-,-,-
8x9,X-DFBnB,187,2530,669,9144,1663,25278,5083,103250,-,-
8x9,BiX-DFBnB,214,2306,518,8555,881,14852,3039,65007,-,-
9x9,A*,-,-,-,-,-,-,-,-,-,-
9x9,XMM,-,-,-,-,-,-,-,-,-,-
9x9,X-DFBnB,1040,9602,1875,29347,2624,59381,8518,182506,-,-
9x9,BiX-DFBnB,464,6034,1118,18197,2423,38229,5353,109479,-,-
