Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,X-DFBnB,96,52,172,98,193,127,1167,643,-,-
6x6,BiX-DFBnB,163,178,240,302,407,528,2659,3260,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,X-DFBnB,81,56,161,107,339,227,7531,4352,-,-
6x7,BiX-DFBnB,213,316,425,557,1050,1519,12644,16648,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,X-DFBnB,126,99,976,653,1214,869,35499,21362,-,-
6x8,BiX-DFBnB,277,410,3174,4411,2466,3951,57707,79584,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,153,113,1056,736,1659,1236,26054,17766,-,-
7x7,BiX-DFBnB,344,549,2154,3085,5356,8477,57303,88615,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,291,253,1184,1009,16926,13471,75605,57408,-,-
7x8,BiX-DFBnB,716,1190,4598,7770,38487,65349,178225,288964,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,2362,1997,6523,5511,47120,41580,-,-,-,-
8x8,BiX-DFBnB,10622,18073,16947,30770,153637,279082,-,-,-,-
