Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,86,70,155,134,150,143,725,766,-,-
6x6,XMM,105,108,143,165,198,225,726,1001,-,-
6x6,X-DFBnB,87,104,158,209,173,248,730,1135,-,-
6x6,BiX-DFBnB,107,54,151,84,252,136,1844,1019,-,-
6x7,A*,73,78,138,153,251,308,2911,3846,-,-
6x7,XMM,87,118,210,289,315,443,1801,2996,-,-
6x7,X-DFBnB,77,113,142,228,261,431,2958,5673,-,-
6x7,BiX-DFBnB,123,80,198,129,457,316,8157,5104,-,-
6x8,A*,107,124,638,826,428,593,10788,15819,-,-
6x8,XMM,142,200,811,1237,622,1006,7540,14245,-,-
6x8,X-DFBnB,122,200,677,1233,449,932,11139,24018,-,-
6x8,BiX-DFBnB,136,97,1593,1010,1105,850,36127,23688,-,-
7x7,A*,105,124,576,768,790,1165,6357,10016,-,-
7x7,XMM,149,215,690,1085,1436,2409,6977,13026,-,-
7x7,X-DFBnB,118,197,598,1128,821,1731,6362,14616,-,-
7x7,BiX-DFBnB,167,131,1432,1000,2694,1963,26013,18219,-,-
7x8,A*,199,281,784,1193,5519,8902,13168,22864,-,-
7x8,XMM,250,421,1509,2685,4731,9225,12381,25734,-,-
7x8,X-DFBnB,216,454,794,1846,5773,13874,13224,35040,-,-
7x8,BiX-DFBnB,372,308,2578,2013,20448,15348,90906,69853,-,-
8x8,A*,1707,2801,2992,5048,15591,29190,55239,109501,-,-
8x8,XMM,2408,4696,3022,6067,12881,28450,74466,169513,-,-
8x8,X-DFBnB,1774,4276,3230,8112,15665,41482,55636,161622,-,-
8x8,BiX-DFBnB,5102,4006,8508,7148,78490,66695,434508,341248,-,-
