Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XA*,96,78,170,136,171,139,1071,901
6x6,BiXA*,133,147,237,274,354,425,2655,3108
6x7,XA*,82,69,152,131,312,288,6056,5247
6x7,BiXA*,203,290,408,516,1031,1389,12622,15839
6x8,XA*,114,118,846,845,1108,1128,24910,22772
6x8,BiXA*,213,296,2941,3930,2447,3625,53911,70813
7x7,XA*,141,136,874,817,1585,1667,19676,20383
7x7,BiXA*,291,430,2126,2882,5128,7454,57287,82190
7x8,XA*,274,280,974,1153,13791,13602,62237,58792
7x8,BiXA*,694,1047,4547,7047,38368,54820,178164,260570
8x8,XA*,2126,2619,4846,5553,31408,36138,,
8x8,BiXA*,10564,16256,15220,24472,153393,247020,,
