Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,122,312,210,521,380,923,1089,2818,-,-
7x7,BiX-DFBnB,26,227,30,328,43,600,137,1632,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,246,688,533,1665,1168,3406,2690,8084,-,-
7x8,BiX-DFBnB,286,799,177,1447,154,1904,341,4833,-,-
7x9,A*,-,-,-,-,-,-,-,-,-,-
7x9,XMM,-,-,-,-,-,-,-,-,-,-
7x9,X-DFBnB,404,1198,1085,2994,1818,7006,2517,9328,-,-
7x9,BiX-DFBnB,82,858,177,1481,474,7214,535,7338,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,442,1307,666,2297,2950,9848,4640,17194,-,-
8x8,BiX-DFBnB,59,752,142,1804,379,6595,830,14470,-,-
8x9,A*,-,-,-,-,-,-,-,-,-,-
8x9,XMM,-,-,-,-,-,-,-,-,-,-
8x9,X-DFBnB,720,2594,1937,7771,7117,25796,19675,80546,-,-
8x9,BiX-DFBnB,214,2284,518,8325,881,13934,3039,60643,-,-
9x9,A*,-,-,-,-,-,-,-,-,-,-
9x9,XMM,-,-,-,-,-,-,-,-,-,-
9x9,X-DFBnB,1731,7265,7860,31008,10704,51448,38607,187680,-,-
9x9,BiX-DFBnB,464,5944,1118,18048,2423,39729,5353,114313,-,-
