Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,X-DFBnB,27,83,47,148,49,226,306,1078,-,-
6x6,BiX-DFBnB,26,56,40,86,66,157,501,1088,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,X-DFBnB,24,91,38,155,80,351,1902,7412,-,-
6x7,BiX-DFBnB,30,79,48,134,111,338,2070,5011,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,X-DFBnB,29,132,236,1008,305,1430,8973,43530,-,-
6x8,BiX-DFBnB,35,82,399,875,288,912,9485,31277,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,39,178,260,1156,408,2227,6716,28601,-,-
7x7,BiX-DFBnB,39,122,353,930,686,2098,6880,18702,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,73,386,297,1608,4251,20307,18242,91935,-,-
7x8,BiX-DFBnB,90,282,641,1744,5046,15334,22882,71040,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,549,3002,1610,7970,11785,60153,-,-,-,-
8x8,BiX-DFBnB,1364,2953,2200,6645,20218,63034,-,-,-,-
