Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XMM,119,359,203,627,347,1168,1119,3983
7x7,XA*,112,240,180,414,225,679,928,2749
7x8,XMM,167,597,615,2217,878,3381,2625,10654
7x8,XA*,171,477,401,1319,579,2047,2210,7430
7x9,XMM,366,1385,681,2668,2243,9959,2220,10015
7x9,XA*,266,842,615,2124,1512,6166,1497,6116
8x8,XMM,304,1260,755,3090,2479,10737,4726,22408
8x8,XA*,325,1067,596,1994,2192,7735,3073,13123
8x9,XMM,627,2827,1917,9230,5799,28612,21219,115514
8x9,XA*,457,1730,1641,6572,4566,19082,15001,68906
9x9,XMM,1833,9471,5265,27053,11898,67086,42514,267054
9x9,XA*,1537,6486,4647,20476,6647,33997,23043,127250
