Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XMM,119,362,203,628,347,1165,1119,4032
7x7,XA*,112,247,180,414,225,680,928,2772
7x8,XMM,167,610,615,2153,878,3324,2625,10435
7x8,XA*,171,488,401,1278,579,2023,2210,7243
7x9,XMM,366,1404,681,2666,2243,9877,2220,10190
7x9,XA*,266,850,615,2113,1512,6019,1497,6340
8x8,XMM,304,1289,755,3036,2479,10698,4726,21939
8x8,XA*,325,1072,596,1956,2192,7795,3073,12793
8x9,XMM,627,2730,1917,9331,5799,29303,21219,118538
8x9,XA*,457,1666,1641,6634,4566,19408,15001,71026
9x9,XMM,1833,9424,5265,26685,11898,67842,42514,246904
9x9,XA*,1537,6447,4647,20262,6647,34324,23043,119327
