Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XIDA,63,724,98,1261,132,2353,558,9139
7x7,BiXIDA,71,765,101,1238,135,2131,426,6816
7x8,XIDA,117,1310,350,5558,371,7212,1322,20266
7x8,BiXIDA,119,1512,369,5356,409,6756,1139,18522
7x9,XIDA,176,2749,561,7995,906,20558,839,19103
7x9,BiXIDA,229,2829,468,5871,1373,24958,1197,22076
8x8,XIDA,239,3263,460,7328,1340,22296,1878,45915
8x8,BiXIDA,218,3162,515,8094,1173,22790,2102,45358
8x9,XIDA,392,8960,1336,26740,3371,81629,8558,204205
8x9,BiXIDA,684,10626,1726,36874,3009,58597,8841,204346
9x9,XIDA,1366,25634,3272,79207,4221,118078,13239,395512
9x9,BiXIDA,2165,26723,2984,68882,4483,99732,15517,361099
