Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XDFBnB,97,247,113,475,153,738,825,3014
7x7,BiXDFBnB,50,172,65,332,96,478,239,1215
7x8,XDFBnB,116,535,267,1346,475,2371,1316,7071
7x8,BiXDFBnB,344,676,221,1055,299,1445,662,3606
7x9,XDFBnB,214,928,1140,3502,979,6424,1556,8883
7x9,BiXDFBnB,172,783,384,1608,983,5116,1036,5296
8x8,XDFBnB,399,1127,363,1921,1667,9064,2667,16256
8x8,BiXDFBnB,114,607,293,1572,653,4459,1717,10288
8x9,XDFBnB,343,2014,1113,6818,3422,21110,9804,77277
8x9,BiXDFBnB,397,2085,957,6053,1817,11333,6635,49047
9x9,XDFBnB,977,5933,3859,24740,5055,41829,22354,153235
9x9,BiXDFBnB,604,4175,2299,14478,4166,27565,10840,83110
