Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XA*,96,79,170,144,171,149,1071,996
6x6,BiXA*,133,149,237,282,354,449,2655,3304
6x7,XA*,82,74,152,133,312,308,6056,5986
6x7,BiXA*,203,311,408,547,1031,1554,12622,17877
6x8,XA*,114,164,846,1093,1108,1129,24910,23296
6x8,BiXA*,213,325,2941,4329,2447,3636,53911,73208
7x7,XA*,141,151,874,862,1585,1785,19676,26997
7x7,BiXA*,291,481,2126,3037,5128,8116,57287,92252
7x8,XA*,274,294,974,1193,13791,14265,62237,57385
7x8,BiXA*,694,1103,4547,7434,38368,58426,178164,250198
8x8,XA*,2126,3947,4846,6073,31408,38527,,
8x8,BiXA*,10564,19044,15220,26244,153393,258412,,
