Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,-,-,-,-,-,-,-,-,-,-
6x6,XMM,-,-,-,-,-,-,-,-,-,-
6x6,X-DFBnB,97,49,174,98,194,122,1168,658,-,-
6x6,BiX-DFBnB,27,16,321,72,12,10,10,21,-,-
6x7,A*,-,-,-,-,-,-,-,-,-,-
6x7,XMM,-,-,-,-,-,-,-,-,-,-
6x7,X-DFBnB,84,58,162,110,340,225,7532,4545,-,-
6x7,BiX-DFBnB,116,38,42,19,11,12,13,16,-,-
6x8,A*,-,-,-,-,-,-,-,-,-,-
6x8,XMM,-,-,-,-,-,-,-,-,-,-
6x8,X-DFBnB,129,92,978,666,1216,913,35500,21954,-,-
6x8,BiX-DFBnB,37,17,22,18,12,24,13,21,-,-
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,154,113,1058,726,1661,1256,26056,17662,-,-
7x7,BiX-DFBnB,117,48,880,226,13,20,13,23,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,292,264,1185,1001,16928,13310,75606,53708,-,-
7x8,BiX-DFBnB,8028,2654,20,32,14,24,13,27,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,2364,2091,6525,5791,47121,41773,267658,252686,-,-
8x8,BiX-DFBnB,680,260,17,27,14,30,15,80,-,-
