Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XMM,108,113,146,178,208,277,829,1119
6x6,XA*,96,75,170,134,171,171,1071,879
6x7,XMM,93,127,228,273,357,485,2130,3683
6x7,XA*,82,82,152,150,312,307,6056,5533
6x8,XMM,148,198,920,1373,845,1408,9929,18527
6x8,XA*,114,122,846,874,1108,1184,24910,23013
7x7,XMM,158,215,816,1226,1880,3009,10199,18208
7x7,XA*,141,126,874,854,1585,1792,19676,21868
7x8,XMM,283,449,1830,3132,6722,12378,20298,45838
7x8,XA*,274,321,974,1267,13791,14658,62237,63832
8x8,XMM,2584,4997,3660,7060,16490,35862,,
8x8,XA*,2126,2647,4846,6287,31408,38778,,
