Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XMM,119,351,203,634,347,1169,1119,4067
7x7,XA*,112,244,180,418,225,686,928,2790
7x8,XMM,167,605,615,2197,878,3312,2625,10554
7x8,XA*,171,482,401,1315,579,2014,2210,7414
7x9,XMM,366,1395,681,2710,2243,9825,2220,10104
7x9,XA*,266,858,615,2129,1512,6109,1497,6193
8x8,XMM,304,1176,755,3031,2479,10855,4726,21800
8x8,XA*,325,989,596,1953,2192,7817,3073,12930
8x9,XMM,627,2837,1917,9367,5799,28787,21219,112838
8x9,XA*,457,1739,1641,6695,4566,19126,15001,67279
9x9,XMM,1833,9449,5265,27055,11898,66446,42514,251612
9x9,XA*,1537,6456,4647,20401,6647,33326,23043,121536
