,,,20%,20%,16%,16%,12%,12%,8%,8%
,,,Expansions,Time [ms],Expansions,Time [ms],Expansions,Time [ms],Expansions,Time [ms]
Grid,Algorithm,Lookahead,,,,,,,,
7x7,XDFBnB,1,132,315,218,518,406,1010,1120,3090
7x7,XDFBnB,2,97,264,113,404,153,758,825,3076
7x7,XDFBnB,3,45,215,74,399,115,804,449,3083
7x7,XDFBnB,4,38,221,66,456,88,1068,387,3875
7x7,BiXDFBnB,1,303,1193,254,1163,846,2958,1635,7905
7x7,BiXDFBnB,2,50,188,65,283,96,487,239,1265
7x7,BiXDFBnB,3,56,529,46,682,72,1218,325,4304
7x7,BiXDFBnB,4,26,213,30,329,43,660,137,1807
7x7,XIDA,1,257,726,417,1182,495,1646,2015,6503
7x7,XIDA,2,132,626,207,948,258,1483,1070,5965
7x7,XIDA,3,84,654,141,1073,168,1571,694,6722
7x7,XIDA,4,63,748,98,1216,132,2282,558,8397
7x7,BiXIDA,1,19664,42705,61471,128253,184714,383149,633320,1345755
7x7,BiXIDA,2,4597,7164,21941,31670,65190,98855,150124,228152
7x7,BiXIDA,3,3197,11632,12398,39294,47428,154285,145742,460106
7x7,BiXIDA,4,2230,5110,5782,12162,36474,77758,80527,173586
7x8,XDFBnB,1,260,676,558,1683,1193,3635,2744,8892
7x8,XDFBnB,2,116,496,267,1339,475,2470,1316,7105
7x8,XDFBnB,3,118,562,177,1428,299,2622,897,8516
7x8,XDFBnB,4,89,628,138,1532,233,3019,692,9070
7x8,BiXDFBnB,1,751,2280,2663,9482,1555,8484,4427,25837
7x8,BiXDFBnB,2,344,642,221,1067,299,1530,662,3639
7x8,BiXDFBnB,3,268,1275,233,3830,231,4352,687,12570
7x8,BiXDFBnB,4,286,780,177,1466,154,2018,341,5366
7x8,XIDA,1,497,1631,1435,5675,1553,5894,5201,18948
7x8,XIDA,2,239,1292,721,4374,758,5216,2551,15882
7x8,XIDA,3,207,1396,481,4915,497,5600,1735,18333
7x8,XIDA,4,117,1278,350,5510,371,7409,1322,20999
7x8,BiXIDA,1,29579,67151,3218,21740,918620,1974347,2217327,5019097
7x8,BiXIDA,2,15144,25154,102371,163328,382239,607825,605791,994761
7x8,BiXIDA,3,7378,29162,71797,230226,188996,611439,133063,445581
7x8,BiXIDA,4,5842,14487,38634,90730,160287,379312,214060,506596
7x9,XDFBnB,1,452,1252,1137,3369,1828,7026,2526,9897
7x9,XDFBnB,2,214,946,1140,3194,979,6315,1556,9790
7x9,XDFBnB,3,152,1057,467,2398,664,7164,754,8288
7x9,XDFBnB,4,115,1077,324,2425,574,9895,531,9698
7x9,BiXDFBnB,1,750,3898,3846,14198,3606,23831,4518,31826
7x9,BiXDFBnB,2,172,795,384,1479,983,4989,1036,5795
7x9,BiXDFBnB,3,138,2164,297,3680,752,14644,956,18539
7x9,BiXDFBnB,4,82,871,177,1496,474,7364,535,7850
7x9,XIDA,1,723,2641,2151,7970,3402,14736,,
7x9,XIDA,2,348,2178,1066,6632,1693,12987,,
7x9,XIDA,3,247,2596,755,7090,1205,16202,,
7x9,XIDA,4,176,3588,561,8046,906,20080,839,19510
7x9,BiXIDA,1,98568,233218,172977,421266,2234124,5165270,,
7x9,BiXIDA,2,89868,154269,138085,229293,1435688,2415451,,
7x9,BiXIDA,3,48275,178059,87533,299693,565371,1964624,,
7x9,BiXIDA,4,38518,120796,58697,133721,726134,1610429,1801261,4368763
8x8,XDFBnB,1,483,1304,673,2319,3031,9833,4878,17565
8x8,XDFBnB,2,399,1154,363,1909,1667,8600,2667,16529
8x8,XDFBnB,3,112,915,252,2057,1086,8882,2327,21039
8x8,XDFBnB,4,192,1141,197,2472,848,9847,1592,24734
8x8,BiXDFBnB,1,693,3734,1175,7316,4218,26330,11657,63829
8x8,BiXDFBnB,2,114,629,293,1552,653,4305,1717,10472
8x8,BiXDFBnB,3,106,1856,221,4279,549,12808,1533,33684
8x8,BiXDFBnB,4,59,790,142,1839,379,6852,830,14706
8x8,XIDA,1,939,3369,1632,6500,5264,23128,,
8x8,XIDA,2,504,2850,854,5634,2597,17466,,
8x8,XIDA,3,286,2756,594,6140,1735,18735,,
8x8,XIDA,4,239,3502,460,7245,1340,22204,1878,46372
8x8,BiXIDA,1,515549,1067650,460147,1051035,1099530,2833770,,
8x8,BiXIDA,2,74944,131954,281729,473444,904870,1651186,,
8x8,BiXIDA,3,26151,97393,172066,604704,333538,1227848,,
8x8,BiXIDA,4,8960,22224,101666,257313,275412,637463,1676798,4180458
8x9,XDFBnB,1,777,2599,1993,7758,7143,27180,20091,86454
8x9,XDFBnB,2,343,2002,1113,7110,3422,21518,9804,70777
8x9,XDFBnB,3,349,2445,946,8190,2579,25450,6846,79929
8x9,XDFBnB,4,187,2557,669,9248,1663,25322,5083,97627
8x9,BiXDFBnB,1,2348,11646,6592,38909,13118,94508,28318,230062
8x9,BiXDFBnB,2,397,2079,957,6028,1817,11505,6635,45575
8x9,BiXDFBnB,3,277,5426,775,17557,1567,35270,5793,127687
