Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
7x7,A*,,,,,,,,,,
7x7,XMM,,,,,,,,,,
7x7,XDFBnB,,,,,,,,,,
7x7,BiXDFBnB,,,,,,,,,,
7x7,XIDA,257,700,417,1080,495,1601,2015,6226,,
7x7,BiXIDA,1904,5167,680,3698,1067,5932,4305,24161,,
7x8,A*,,,,,,,,,,
7x8,XMM,,,,,,,,,,
7x8,XDFBnB,,,,,,,,,,
7x8,BiXDFBnB,,,,,,,,,,
7x8,XIDA,497,1483,1435,5095,1553,6033,5201,19162,,
7x8,BiXIDA,1561,6662,4745,27340,2948,20511,11256,78074,,
7x9,A*,,,,,,,,,,
7x9,XMM,,,,,,,,,,
7x9,XDFBnB,,,,,,,,,,
7x9,BiXDFBnB,,,,,,,,,,
7x9,XIDA,723,2442,2151,7644,3402,15031,3565,15225,,
7x9,BiXIDA,1522,9630,7600,37748,8880,71254,8984,74432,,
8x8,A*,,,,,,,,,,
8x8,XMM,,,,,,,,,,
8x8,XDFBnB,,,,,,,,,,
8x8,BiXDFBnB,,,,,,,,,,
8x8,XIDA,939,3485,1632,6434,5264,18984,7364,29982,,
8x8,BiXIDA,1824,12816,3820,28630,10402,73084,15878,124930,,
8x9,A*,,,,,,,,,,
8x9,XMM,,,,,,,,,,
8x9,XDFBnB,,,,,,,,,,
8x9,BiXDFBnB,,,,,,,,,,
8x9,XIDA,1635,6579,4879,22000,14922,78987,35116,178124,,
8x9,BiXIDA,7529,45116,16515,127783,41272,357818,71312,725299,,
9x9,A*,,,,,,,,,,
9x9,XMM,,,,,,,,,,
9x9,XDFBnB,,,,,,,,,,
9x9,BiXDFBnB,,,,,,,,,,
9x9,XIDA,4902,22512,12902,64220,16436,92019,52814,313407,,
9x9,BiXIDA,14693,117295,30818,299885,38341,413140,120384,1389762,,
