Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,XDFBnB,38,221,66,456,88,1068,387,3875,-,-
7x7,BiXDFBnB,26,213,30,329,43,660,137,1807,-,-
7x7,XIDA,-,-,-,-,-,-,-,-,-,-
7x7,BiXIDA,-,-,-,-,-,-,-,-,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,XDFBnB,89,628,138,1532,233,3019,692,9070,-,-
7x8,BiXDFBnB,286,780,177,1466,154,2018,341,5366,-,-
7x8,XIDA,-,-,-,-,-,-,-,-,-,-
7x8,BiXIDA,-,-,-,-,-,-,-,-,-,-
7x9,A*,-,-,-,-,-,-,-,-,-,-
7x9,XMM,-,-,-,-,-,-,-,-,-,-
7x9,XDFBnB,115,1077,324,2425,574,9895,531,9698,-,-
7x9,BiXDFBnB,82,871,177,1496,474,7364,535,7850,-,-
7x9,XIDA,-,-,-,-,-,-,-,-,-,-
7x9,BiXIDA,-,-,-,-,-,-,-,-,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,XDFBnB,192,1141,197,2472,848,9847,1592,24734,-,-
8x8,BiXDFBnB,59,790,142,1839,379,6852,830,14706,-,-
8x8,XIDA,-,-,-,-,-,-,-,-,-,-
8x8,BiXIDA,-,-,-,-,-,-,-,-,-,-
8x9,A*,-,-,-,-,-,-,-,-,-,-
8x9,XMM,-,-,-,-,-,-,-,-,-,-
8x9,XDFBnB,187,2557,669,9248,1663,25322,5083,97627,-,-
8x9,BiXDFBnB,214,2319,518,8635,881,15001,3039,61973,-,-
8x9,XIDA,-,-,-,-,-,-,-,-,-,-
8x9,BiXIDA,-,-,-,-,-,-,-,-,-,-
9x9,A*,-,-,-,-,-,-,-,-,-,-
9x9,XMM,-,-,-,-,-,-,-,-,-,-
9x9,XDFBnB,1040,9438,1875,29257,2624,61264,8518,394964,-,-
9x9,BiXDFBnB,464,6032,1118,18076,2423,39836,5353,227514,-,-
9x9,XIDA,-,-,-,-,-,-,-,-,-,-
9x9,BiXIDA,-,-,-,-,-,-,-,-,-,-
