Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XDFBnB,50,57,90,90,98,126,603,676
6x6,BiXDFBnB,52,35,91,54,132,94,1007,672
6x7,XDFBnB,39,56,79,108,162,219,3789,4457
6x7,BiXDFBnB,62,53,95,80,220,210,4049,3280
6x8,XDFBnB,63,93,489,674,598,821,18294,22198
6x8,BiXDFBnB,68,61,844,638,562,544,18200,15539
7x7,XDFBnB,76,107,521,699,820,1220,13396,17823
7x7,BiXDFBnB,81,79,719,641,1401,1303,13492,11921
7x8,XDFBnB,148,244,594,1022,8410,12023,36608,53232
7x8,BiXDFBnB,185,195,1281,1254,10162,9692,45627,43960
8x8,XDFBnB,1135,1816,3329,5561,23581,40788,128162,231607
8x8,BiXDFBnB,2707,2449,4226,4531,39372,44114,225468,230629
