Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XMM,119,362,203,636,347,1128,1119,4062
7x7,XA*,112,251,180,420,225,665,928,2785
7x8,XMM,167,617,615,2198,878,3376,2625,10563
7x8,XA*,171,484,401,1326,579,2064,2210,7420
7x9,XMM,366,1413,681,2668,2243,9625,2220,10033
7x9,XA*,266,855,615,2103,1512,5934,1497,6127
8x8,XMM,304,1197,755,3058,2479,10709,4726,22162
8x8,XA*,325,1013,596,1979,2192,7714,3073,13084
8x9,XMM,627,2830,1917,9278,5799,28792,21219,113341
8x9,XA*,457,1765,1641,6672,4566,19224,15001,67604
9x9,XMM,1833,9545,5265,27593,11898,66836,42514,257540
9x9,XA*,1537,6520,4647,20740,6647,33865,23043,124311
