Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XA*,96,67,170,124,171,153,1071,829
6x6,BiXA*,25,51,40,96,63,148,499,1173
6x7,XA*,82,74,152,135,312,303,6056,5315
6x7,BiXA*,30,84,45,117,109,339,2050,5573
6x8,XA*,114,118,846,836,1108,1055,24910,21857
6x8,BiXA*,31,70,395,929,286,926,9369,28184
7x7,XA*,141,134,874,848,1585,1732,19676,19031
7x7,BiXA*,35,126,346,981,672,2125,6877,20308
7x8,XA*,274,262,974,1159,13791,13806,62237,57251
7x8,BiXA*,90,265,634,1986,5038,15267,22878,69443
8x8,XA*,2126,2734,4846,5541,31408,34878,,
8x8,BiXA*,1361,3251,1978,7081,20191,75384,,
