Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,A*,,,,,,,,,,
6x6,XMM,,,,,,,,,,
6x6,XDFBnB,,,,,,,,,,
6x6,BiXDFBnB,,,,,,,,,,
6x6,XIDA,32,111,59,225,52,243,342,1284,,
6x6,BiXIDA,472,375,159,291,266,438,2103,3597,,
6x7,A*,,,,,,,,,,
6x7,XMM,,,,,,,,,,
6x7,XDFBnB,,,,,,,,,,
6x7,BiXDFBnB,,,,,,,,,,
6x7,XIDA,34,167,46,210,99,447,1992,7921,,
6x7,BiXIDA,106,211,218,432,557,1113,11304,18700,,
6x8,A*,,,,,,,,,,
6x8,XMM,,,,,,,,,,
6x8,XDFBnB,,,,,,,,,,
6x8,BiXDFBnB,,,,,,,,,,
6x8,XIDA,50,257,299,1301,308,1526,9623,39417,,
6x8,BiXIDA,114,251,1509,2593,2241,4595,48435,94555,,
7x7,A*,,,,,,,,,,
7x7,XMM,,,,,,,,,,
7x7,XDFBnB,,,,,,,,,,
7x7,BiXDFBnB,,,,,,,,,,
7x7,XIDA,44,211,300,1413,416,2208,7870,34396,,
7x7,BiXIDA,283,491,1658,3373,3790,8060,51132,95529,,
7x8,A*,,,,,,,,,,
7x8,XMM,,,,,,,,,,
7x8,XDFBnB,,,,,,,,,,
7x8,BiXDFBnB,,,,,,,,,,
7x8,XIDA,87,544,367,2149,4842,22319,19141,99738,,
7x8,BiXIDA,427,947,2703,6418,29024,55769,159771,347253,,
8x8,A*,,,,,,,,,,
8x8,XMM,,,,,,,,,,
8x8,XDFBnB,,,,,,,,,,
8x8,BiXDFBnB,,,,,,,,,,
8x8,XIDA,619,3374,2115,12121,13724,75883,70251,458549,,
8x8,BiXIDA,6065,11027,9929,25917,108768,298613,969128,2029640,,
