Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
6x6,XIDA,115,71,218,134,203,130,1307,767,,
6x6,BiXIDA,544,503,866,885,1383,1454,10996,11707,,
6x7,XIDA,126,103,195,142,415,264,7894,4703,,
6x7,BiXIDA,755,962,1374,1686,3556,4328,58452,63818,,
6x8,XIDA,204,171,1179,846,1308,890,37942,23068,,
6x8,BiXIDA,832,1175,10118,13728,13536,18034,258668,302069,,
7x7,XIDA,173,135,1208,889,1693,1286,30447,20839,,
7x7,BiXIDA,1499,2041,8450,11088,24768,33843,301415,404938,,
7x8,XIDA,339,301,1464,1338,19465,15118,79139,58318,,
7x8,BiXIDA,2493,3680,17648,28040,164059,232283,915802,1258896,,
8x8,XIDA,2606,2296,8354,7665,54007,44349,,,,
8x8,BiXIDA,39904,65108,68295,113698,716996,1176708,,,,
