Grid,Algorithm,0 blocks Expansions,0 blocks Time [ms],1 block Expansions,1 block Time [ms],2 blocks Expansions,2 blocks Time [ms]
13x13,XDFBnB,451,1370,20588,68566,,
13x13,BiXDFBnB,501,923,12804,26241,,
