Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
6x6,XDFBnB,50,55,90,97,98,126,603,672
6x6,BiXDFBnB,52,34,91,59,132,95,1007,677
6x7,XDFBnB,39,57,79,106,162,216,3789,4760
6x7,BiXDFBnB,62,53,95,79,220,207,4049,3499
6x8,XDFBnB,63,95,489,906,598,818,18294,21926
6x8,BiXDFBnB,68,61,844,809,562,548,18200,15259
7x7,XDFBnB,76,144,521,715,820,1231,13396,18079
7x7,BiXDFBnB,81,96,719,653,1401,1309,13492,12218
7x8,XDFBnB,148,245,594,1093,8410,12656,36608,54410
7x8,BiXDFBnB,185,190,1281,1367,10162,10088,45627,45084
8x8,XDFBnB,1135,1868,3329,5587,23581,42048,128162,219790
8x8,BiXDFBnB,2707,2484,4226,4583,39372,46319,225468,209858
