Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XA*,112,242,180,429,225,701,928,2805
7x7,BiXA*,71,200,78,332,112,566,396,1900
7x8,XA*,171,473,401,1334,579,1905,2210,7380
7x8,BiXA*,93,378,247,1194,302,1544,922,4838
7x9,XA*,266,876,615,1944,1512,5632,1497,6022
7x9,BiXA*,214,1007,428,1458,1182,6599,1112,6764
8x8,XA*,325,1059,596,1975,2192,7441,3073,12825
8x8,BiXA*,175,822,310,1670,937,5701,1602,10994
8x9,XA*,457,1764,1641,6559,4566,17979,15001,68042
8x9,BiXA*,403,2107,931,6471,2517,14482,6753,53032
9x9,XA*,1537,6170,4647,19657,6647,32974,23043,121876
9x9,BiXA*,940,5723,2314,15534,4250,31834,13794,110545
