Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
7x7,XDFBnB,38,225,66,422,88,1028,387,3675
7x7,BiXDFBnB,26,215,30,306,43,633,137,1714
7x8,XDFBnB,89,572,138,1510,233,2680,692,8673
7x8,BiXDFBnB,286,707,177,1443,154,1794,341,5119
7x9,XDFBnB,115,1118,324,2276,574,9564,531,10364
7x9,BiXDFBnB,82,898,177,1408,474,7143,535,8238
8x8,XDFBnB,192,1004,197,2454,848,9811,1592,24869
8x8,BiXDFBnB,59,686,142,1794,379,6698,830,14944
8x9,XDFBnB,187,2790,669,10119,1663,26013,5083,97912
8x9,BiXDFBnB,214,2482,518,9335,881,15477,3039,61992
9x9,XDFBnB,1040,9536,1875,29254,2624,71212,8518,189298
9x9,BiXDFBnB,464,6035,1118,18193,2423,47461,5353,115355
