Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,122,283,210,522,380,994,1089,2826,-,-
7x7,BiX-DFBnB,45,320,23,590,24,809,82,2726,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,246,697,533,1666,1168,3483,2690,8072,-,-
7x8,BiX-DFBnB,210,888,67,1749,100,3071,224,7264,-,-
7x9,A*,-,-,-,-,-,-,-,-,-,-
7x9,XMM,-,-,-,-,-,-,-,-,-,-
7x9,X-DFBnB,404,1220,1085,3026,1818,6906,2517,9775,-,-
7x9,BiX-DFBnB,56,1532,109,1936,276,9954,302,10939,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,442,1301,666,2277,2950,9790,4640,17276,-,-
8x8,BiX-DFBnB,43,1188,85,2903,266,10133,541,21948,-,-
8x9,A*,-,-,-,-,-,-,-,-,-,-
8x9,XMM,-,-,-,-,-,-,-,-,-,-
8x9,X-DFBnB,720,2592,1937,7717,7117,26802,19675,80689,-,-
8x9,BiX-DFBnB,212,3463,536,13777,574,20826,1957,100932,-,-
9x9,A*,-,-,-,-,-,-,-,-,-,-
9x9,XMM,-,-,-,-,-,-,-,-,-,-
9x9,X-DFBnB,1731,6526,7860,30796,10704,51422,-,-,-,-
9x9,BiX-DFBnB,338,8408,689,26401,1250,55656,-,-,-,-
