--- LSP Grids ---
Grid,Algorithm,Lookahead,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms]
9x9,BiXIDA,1,14700,120202,30827,285240,38357,384271,120387,1396308
9x9,BiXIDA,2,2380,20776,5640,41564,9098,73668,28877,226777
9x9,BiXIDA,3,2068,66287,5013,133851,8088,231019,24754,706930
9x9,BiXIDA,4,2166,26449,2986,78576,4485,98300,15518,344043

--- LSP Mazes ---
Grid,Algorithm,Lookahead,0 blocks Expansions,0 blocks Time [ms],1 block Expansions,1 block Time [ms],2 blocks Expansions,2 blocks Time [ms]
13x13,XMM,-1,1354,3137,59904,162128,,
13x13,XMM,1,1354,3144,59904,160550,,
13x13,XMM,2,1354,3116,59904,160292,,
13x13,XMM,3,1354,3161,59904,160306,,
13x13,XMM,4,1354,3164,59904,155768,,
13x13,XA*,-1,561,1125,30949,76736,,
13x13,XA*,1,561,1144,30949,76319,,
13x13,XA*,2,561,1123,30949,75775,,
13x13,XA*,3,561,1144,30949,75476,,
13x13,XA*,4,561,1138,30949,74279,,
13x13,BiXA*,-1,760,1300,21315,39560,,
13x13,BiXA*,1,1537,5626,90580,311679,,
13x13,BiXA*,2,381,834,10840,26353,,
13x13,BiXA*,3,269,1920,5920,56151,,
13x13,BiXA*,4,190,931,5518,31713,,
13x13,XDFBnB,-1,885,1493,41201,86348,,
13x13,XDFBnB,1,885,1505,41201,83377,,
13x13,XDFBnB,2,451,1370,20588,68566,,
13x13,XDFBnB,3,292,1257,13282,66257,,
13x13,XDFBnB,4,159,991,10228,77594,,
13x13,BiXDFBnB,-1,987,1874,24568,50353,,
13x13,BiXDFBnB,1,2141,9325,110666,474662,,
13x13,BiXDFBnB,2,501,923,12804,26241,,
13x13,BiXDFBnB,3,376,2513,7189,59228,,
13x13,BiXDFBnB,4,248,872,6511,30218,,
13x13,XIDA,-1,3693,7320,152323,325477,,
13x13,XIDA,1,3693,7439,152323,331430,,
13x13,XIDA,2,1879,5998,76597,390463,,
13x13,XIDA,3,1197,5698,49994,279330,,
13x13,XIDA,4,870,5995,38227,305919,,
13x13,BiXIDA,-1,5066,10621,80421,168386,,
13x13,BiXIDA,1,10690,52589,385479,1815808,,
13x13,BiXIDA,2,2514,5354,41294,123680,,
13x13,BiXIDA,3,1864,15284,22912,212003,,
13x13,BiXIDA,4,1208,5079,20844,97475,,

--- CIB ---
Dimension,Algorithm,Lookahead,Finding Expansions,Finding Time [ms],Proving Expansions,Proving Time [ms]
4,XMM,-1,4,3,7,5
4,XMM,1,4,3,7,5
4,XMM,2,4,3,7,5
4,XMM,3,4,3,7,5
4,XMM,4,4,3,7,5
4,XA*,-1,4,3,5,3
4,XA*,1,4,3,5,3
4,XA*,2,4,3,5,3
4,XA*,3,4,3,5,3
4,XA*,4,4,3,5,3
4,BiXA*,-1,7,5,4,3
4,BiXA*,1,7,5,4,4
4,BiXA*,2,7,5,5,3
4,BiXA*,3,7,5,3,3
4,BiXA*,4,7,5,1,2
4,XDFBnB,-1,3,3,3,3
4,XDFBnB,1,3,2,3,3
4,XDFBnB,2,2,3,4,4
4,XDFBnB,3,1,1,1,1
4,XDFBnB,4,1,0,1,1
4,BiXDFBnB,-1,3,2,4,3
4,BiXDFBnB,1,3,4,3,4
4,BiXDFBnB,2,2,2,5,3
4,BiXDFBnB,3,1,1,3,4
4,BiXDFBnB,4,1,1,1,1
4,XIDA,-1,4,4,4,4
4,XIDA,1,4,4,4,4
4,XIDA,2,2,3,6,7
4,XIDA,3,1,5,3,8
4,XIDA,4,1,2,2,3
4,BiXIDA,-1,4,4,4,4
4,BiXIDA,1,4,7,4,7
4,BiXIDA,2,2,2,5,3
4,BiXIDA,3,1,8,3,11
4,BiXIDA,4,1,2,1,3
5,XMM,-1,35,54,55,102
5,XMM,1,35,50,55,95
5,XMM,2,35,50,55,94
5,XMM,3,35,53,55,100
5,XMM,4,35,50,55,94
5,XA*,-1,35,52,36,55
5,XA*,1,35,52,36,50
5,XA*,2,35,50,36,51
5,XA*,3,35,50,36,53
5,XA*,4,35,50,36,50
5,BiXA*,-1,39,77,33,53
5,BiXA*,1,39,72,54,139
5,BiXA*,2,39,71,20,44
5,BiXA*,3,39,75,18,73
5,BiXA*,4,39,71,32,55
5,XDFBnB,-1,30,30,55,62
5,XDFBnB,1,30,31,55,63
5,XDFBnB,2,5,15,29,62
5,XDFBnB,3,3,24,14,56
5,XDFBnB,4,3,43,24,75
5,BiXDFBnB,-1,9,13,33,48
5,BiXDFBnB,1,11,26,56,134
5,BiXDFBnB,2,5,13,20,43
5,BiXDFBnB,3,3,38,19,72
5,BiXDFBnB,4,5,36,31,56
5,XIDA,-1,53,91,53,91
5,XIDA,1,53,91,53,91
5,XIDA,2,15,81,34,132
5,XIDA,3,10,79,18,115
5,XIDA,4,6,114,28,146
5,BiXIDA,-1,52,89,52,89
5,BiXIDA,1,79,214,79,215
5,BiXIDA,2,30,110,30,111
5,BiXIDA,3,19,147,27,194
5,BiXIDA,4,8,100,35,152
6,XMM,-1,6509,31622,17663,98299
6,XMM,1,6509,32012,17663,99242
6,XMM,2,6509,32136,17663,99979
6,XMM,3,6509,32549,17663,101895
6,XMM,4,6509,32285,17663,99616
6,XA*,-1,6509,35420,6510,31702
6,XA*,1,6509,34541,6510,32087
6,XA*,2,6509,35653,6510,32227
6,XA*,3,6509,33682,6510,32621
6,XA*,4,6509,33674,6510,32363
6,BiXA*,-1,4854,32833,6451,38449
6,BiXA*,1,4854,33064,10981,104328
6,BiXA*,2,4854,33361,3631,34738
6,BiXA*,3,4854,33938,3034,102607
6,BiXA*,4,4854,33344,2000,57289
6,XDFBnB,-1,807,1335,7247,33796
6,XDFBnB,1,807,1336,7247,34016
6,XDFBnB,2,26,121,3727,42968
6,XDFBnB,3,26,282,2310,58397
6,XDFBnB,4,8,409,1929,93966
6,BiXDFBnB,-1,1529,5388,7597,35248
6,BiXDFBnB,1,983,3112,11907,103115
6,BiXDFBnB,2,957,4390,4366,31557
6,BiXDFBnB,3,297,5038,3252,100448
6,BiXDFBnB,4,61,974,2040,53703
6,XIDA,-1,12689,71145,12689,71146
6,XIDA,1,12689,70950,12689,70952
6,XIDA,2,7203,140625,7203,140639
6,XIDA,3,4522,145124,4522,145128
6,XIDA,4,3735,248404,3735,248410
6,BiXIDA,-1,13424,73736,13424,73737
6,BiXIDA,1,21332,217675,21332,217678
6,BiXIDA,2,7720,93372,7720,93378
6,BiXIDA,3,6048,245863,6048,245867
6,BiXIDA,4,4015,149460,4015,149462
7,BiXA*,-1,82805,2308783,,
7,BiXA*,1,82805,2302199,,
7,BiXA*,2,82805,2281239,,
7,BiXA*,3,82805,2310099,,
7,BiXA*,4,82805,2304071,,
7,XDFBnB,-1,1282664,13392748,,
7,XDFBnB,1,1282664,13390007,,
7,XDFBnB,2,58185,605643,,
7,XDFBnB,3,97479,5529954,,
7,XDFBnB,4,530899,5546745,,
7,BiXDFBnB,-1,26867,271783,,
7,BiXDFBnB,1,2595312,52053185,,
7,BiXDFBnB,2,5816,76438,,
7,BiXDFBnB,3,4815,354218,,
7,BiXDFBnB,4,543,16301,,
7,XIDA,-1,3098279,63184568,,
7,XIDA,1,984949,25670639,,
7,XIDA,2,513908,41877485,,
7,XIDA,3,136782,42059731,,
7,XIDA,4,34324,44513681,,
7,BiXIDA,-1,2842588,57985610,,
7,BiXIDA,1,1059500,42309229,,
7,BiXIDA,2,1251646,60926015,,
7,BiXIDA,3,59697,26120691,,
7,BiXIDA,4,42087,30023256,,
